,Title,Price,Location,BuildArea,NoOfBedrooms,NoOfBathrooms
1295,Birch Regency condo at Times Square fully furnished & reno FOR SALE,598000.0,20.0,950.0,1.0,1.0
1296,Fiera Vista near Airport high floor Condominium 1650sf FOR SALE,750000.0,11.0,1650.0,2.0,1.0
1297,Desa pinang at Jalan Yeap Chor Ee FOR SALE,430000.0,22.0,970.0,2.0,1.0
1298,Rise Collection 2 Partially Furnished Under Market Value Near Komtar,380000.0,20.0,800.0,2.0,1.0
1299,1392sqft 4 BEDROOMS EDGE 360 BUKIT DUMBAR JELUTONG MODERN ID DESIGN,878000.0,22.0,1392.0,3.0,2.0
1300,"Funished & Renovated,Desa Bayan Apartment,Bayan Lepas,P.Pinang.",315000.0,40.0,710.0,2.0,1.0
1301,Bukit Mertajam mahkota Impian,520000.0,15.0,1170.0,2.0,1.0
1302,(Butterworth) Habour Place Park View Tower,325000.0,18.0,1077.0,2.0,1.0
1303,"Fully Furnished + Renovated Unit @Meritus Residence, Perai",475000.0,33.0,996.0,2.0,1.0
1304,"Orange 3 Condo at Bagan Ajam, Butterworth For Sale",550000.0,18.0,1516.0,3.0,1.0
1305,[LOW DEPOSIT] All Seasons Park 1091sqf Balcony near Farlim Ayer Itam,585000.0,2.0,1091.0,2.0,2.0
1306,[Below Market] Idaman Lavender 3 Near Penang [Airport|Pantai Hospital],330000.0,11.0,750.0,2.0,1.0
1307,"Solaria residence, condo, Bayan lepas, near air port, 1650sf",780000.0,11.0,1650.0,2.0,2.0
1308,[ Below Market ~ Sri Ivory Apartment for SALE ] Good for Invest,230000.0,2.0,700.0,1.0,0.0
1309,Tunas Residensi ffr 3ac at Relau,375000.0,36.0,826.0,2.0,1.0
1310,Vertiq Condominium 2cp Gelugor Near E-Gate Tesco,810000.0,19.0,1044.0,2.0,1.0
1311,Chulia Street Apartment (beside Chulia Mansion Hotel),395000.0,20.0,1000.0,2.0,1.0
1312,Pesara Nipah renovated 2 car park near lip sin sungai nibong,348000.0,44.0,700.0,2.0,1.0
1313,Flat jalan semarak,230000.0,2.0,700.0,2.0,0.0
1314,Flat bayu nyaman,200000.0,11.0,680.0,2.0,1.0
1315,Summerton | 1566 sft | Partial Reno | 2 Cp | Facing Villa Emas,720000.0,11.0,1566.0,2.0,2.0
1316,Desaria Sri merpati,235000.0,11.0,624.0,2.0,1.0
1317,Desa bayan,270000.0,40.0,710.0,2.0,1.0
1318,Elit Heights [ HIGH FLOOR | CHEAPEST !!! ],620000.0,11.0,1083.0,3.0,1.0
1319,THE LIGHT COLLECTION I 1528sf Brand New Morning Sun 3Carparks WORTHBUY,1380000.0,19.0,1528.0,2.0,2.0
1320,SETIA TRIANGLE [1305sf] Partial Furnished Renovated 2Cpark [MID FLOOR],618000.0,11.0,1305.0,2.0,1.0
1321,SETIA TRIANGLE [1295sf] Brand New Condition 2CP [CITY VIEW] CHEAPEST,525000.0,11.0,1295.0,2.0,1.0
1322,PROMENADE RESIDENCE [1650sf] Fully Renovated Furnished [3 CARPARK],910000.0,10.0,1650.0,3.0,2.0
1323,Moulmein Rise @ Pulau Tikus |𝑭𝑹𝑬𝑬𝑯𝑶𝑳𝑫 |#1 in real estate,2450000.0,34.0,1851.0,2.0,3.0
1324,Pangsapuri Carissa Park / Bagan Lallang,410000.0,18.0,1210.0,3.0,1.0
1325,Flat Bayu Nyaman Penang Berdekatan Bayan Lepas Boleh Full Loan,199999.0,11.0,680.0,2.0,1.0
1326,Casa Prima Seberang Jaya Penang Renovated Unit Boleh Full Loan,269999.0,30.0,908.0,2.0,1.0
1327,BELOW MARKET Taman Sri Puteri Sungai Ara Penang Reno Boleh Full Loan,254999.0,40.0,670.0,2.0,1.0
1328,1650sf SHINEVILLE PARK High Floor Sunset View nr Farlim All Seasons,550000.0,2.0,1650.0,3.0,1.0
1329,Best Buy Duplex 1000sf Taman Seri Damai Bt Lanchang Georgetown Penang,410000.0,22.0,1000.0,1.0,1.0
1330,The Brezza Condo 2 Cp Seaview,820000.0,46.0,1450.0,2.0,1.0
1331,Hot Sale 900sf 1 Carpark Bukit Dumbar Permai Taman Jelutong Penang,445000.0,19.0,1000.0,2.0,1.0
1332,"[PANGSAPURI MURAH DI LOKASI HOT, STRATA DAH READY]Butterworth",170000.0,18.0,753.0,2.0,1.0
1333,"VIDEO, Lavinia Apartment, Taman Sri Nibong, Ground Floor, Garden Unit",520000.0,44.0,1000.0,2.0,1.0
1334,Golden Triangle 2 _1161sq Reno with 2Cp Located Sg Ara,650000.0,36.0,1161.0,2.0,1.0
1335,THE RISE COLLECTION 3 1000sf 2CP JELUTONG SUNGAI PINANG GEORGETOWN 1 2,470000.0,20.0,1000.0,2.0,1.0
1336,"Desa Mawar , full renovated 2 rooms 550sf farlim",185000.0,2.0,550.0,1.0,1.0
1337,"Direct Owner, Setia Sky Ville with Garden Terrace Unit",1300000.0,22.0,1750.0,2.0,1.0
1338,Forestville Condo Reno 1050sf 2Cp Cheapest worth,520000.0,11.0,1050.0,2.0,1.0
1339,KOTA EMAS 800SF 1CPak PartlyReno MIDDLE FLOOR JELUTONG 86 PERAK ROAD,390000.0,22.0,800.0,2.0,1.0
1340,TAMAN LIPSIN Fully Renovated Pekaka near Jubilee 700sf WELL MAINTAINED,350000.0,11.0,700.0,2.0,0.0
1341,SYMPHONY PARK 750sf 1CP Middle Floor PERAK ROAD JELUTONG RENO WORTHBUY,440000.0,22.0,750.0,2.0,1.0
1342,DESA PINANG 2 650SF Basic Reno JELUTONG KARPAL SINGH DRIVE PINANG 1,270000.0,22.0,650.0,2.0,1.0
1343,SERINA BAY 900sf 2CP FullyReno SUNGAI PINANG Low Floor JELUTONG CHEAP,370000.0,22.0,900.0,2.0,1.0
1344,The Light Collection I 1 - 1528sq.ft - Renovated - Facing Coral - 3 Cp,1400000.0,19.0,1528.0,2.0,2.0
1345,"Straits Residence, Free MOT, Furnished & Reno, 2CP Rooftop Facilities",1366000.0,36.0,1335.0,1.0,1.0
1346,[COME VIEW] Taman Lip Sin Block 1 3 5 Best Deal,390000.0,11.0,705.0,2.0,0.0
1347,[LOW FLOOR] Imperial Grande 1000SF I Best Buy I Sungai Ara,590000.0,11.0,1000.0,2.0,1.0
1348,"Maritime Suite, Karpal Singh Drive F/Furnish For Sale",890000.0,22.0,1000.0,2.0,1.0
1349,Pangsapuri Seri Melur Apartment Bagan Jermal Butterworth,355000.0,18.0,1070.0,2.0,1.0
1350,"Elit Heights Condo, 1123sf, City View, 2 Car Parks",550000.0,11.0,1123.0,2.0,2.0
1351,[SAVE RENO] Platinum III 1230SF Teluk Kumbar Best Buy,590000.0,50.0,1230.0,2.0,1.0
1352,Suria Vista Near Eco World Gallery Paya Terubung,260000.0,28.0,700.0,2.0,1.0
1353,PLATINO CONDO 2476sf Renovated Lower Floor WORTH BUY E-Gate Gelugor,1500000.0,19.0,2476.0,3.0,4.0
1354,PLATINO CONDO 2659sf Renovated Seaview 3CARPARKS E-Gate Tesco Light,1800000.0,19.0,2659.0,4.0,4.0
1355,218 Macalister At Georgetown 1399sf ( 3 Room 2 Bathroom ),1400000.0,20.0,1399.0,2.0,1.0
1356,GRACE RESIDENCE 1646sf Mid Floor 2Carparks Komtar View Penang Bridge,825000.0,22.0,1646.0,2.0,2.0
1357,SUMMER PLACE CONDO 1012sf High Floor SEAVIEW Karpal Singh CHEAPEST,650000.0,20.0,1012.0,2.0,1.0
1358,Option INVEST 860SF Taman terubong Jaya bukit saujana awana,255000.0,20.0,860.0,2.0,1.0
1359,Shineville Park Farlim Condo 1650sf basic Air itam nr melody avenue,550000.0,2.0,1650.0,2.0,1.0
1360,Pangsapuri Desamas Melur 3 CAR PARK RENOVATED Relau Bayan Lepas 750sf,330000.0,36.0,750.0,2.0,1.0
1361,City Of Dream Tanjung Tokong Seaview Furnished Renovated Best Buy Unit,1500000.0,46.0,1141.0,2.0,1.0
1362,"The Peak Residence, 1750sf, 4 Rooms, Renovated, 3 Car park, High Floor",799000.0,46.0,1750.0,3.0,2.0
1363,"The Peak Residence, Fully Furnished, 2 car park, Blk C",550000.0,46.0,1000.0,2.0,1.0
1364,Tropicana Bay Residence Studio Unit Reno Kitchen Bayan Lepas,488000.0,11.0,415.0,0.0,0.0
1365,Skycube Condo Sungai Ara FULLY FURNISHED RENOVATED 2 CAR PARK BEST BUY,600000.0,40.0,1233.0,2.0,1.0
1366,"The Peak Residence, 1000sf, Fully Furnished, 2 car park, High Floor.",590000.0,46.0,1000.0,2.0,1.0
1367,"The Peak Condo, 1100sf, corner unit, Move in condition, 2 car park",560000.0,46.0,1100.0,2.0,1.0
1368,MELATI APARTMENT 950sf 1CP RenoFurnish LOW FLOOR SUNGAI NIBONG DUA,360000.0,11.0,900.0,2.0,1.0
1369,"[635sft] Pangsapuri Pauh Damai, Jalan Pauh 1, 13500 Permatang Pauh",133650.0,31.0,635.0,2.0,1.0
1370,Goodfields Residence Condo,360000.0,16.0,1200.0,2.0,1.0
1371,QuayWest Near Queensbay At Bayan Lepas Middle Floor For SALE,980000.0,9.0,1419.0,2.0,2.0
1372,Pinang Emas Apartment Batu Ferringhi 3-rooms 650sf Near Hotels & Sch,107000.0,6.0,650.0,2.0,1.0
1373,Summerskye Penthouse 2200sqft Penang Airport Bayan Lepas,1080000.0,11.0,2200.0,5.0,5.0
1374,Desa Gemilang 2 Carparks 1080sqft Ayer Itam Low Density,635000.0,2.0,1080.0,2.0,1.0
1375,Jay J Series 800sqft Extended Greenlane Low Floor,394000.0,22.0,800.0,2.0,1.0
1376,"Palma Laguna -1,040 sqft",280000.0,30.0,1040.0,3.0,1.0
1377,Asia Heights High Floor 2 CARPARKS Farlim Ayer Itam BL Business,370000.0,2.0,838.0,2.0,1.0
1378,Platino 1819sqft 2 Carparks Middle Floor Gelugor Tesco Egate,1250000.0,19.0,1819.0,2.0,3.0
1379,Setia Skyville Sky Ville 1424sqft 3 Carparks Jelutong Unblock View,970000.0,22.0,1424.0,2.0,2.0
1380,Taman Lip Sin Block 1 Fully Renovated Sungai Nibong Jubilee,330000.0,11.0,700.0,2.0,0.0
1381,Ramah Pavillion Teluk Kumbar Bayan Lepas Penang,330000.0,11.0,800.0,2.0,1.0
1382,J Jay Series 800sqft Low Floor Renovated Greenlane Heights,398000.0,21.0,800.0,2.0,1.0
1383,Greenlane Heights Block G 1800sqft 2 Carparks Island Park,800000.0,21.0,1800.0,3.0,2.0
1384,Delima Palace 2600sqft 3 Carparks Greenlane Central of the Island,1480000.0,21.0,2600.0,3.0,3.0
1385,Asia Heights 838sqft CORNER UNIT 2 Carparks Ayer Itam Farlim,390000.0,2.0,838.0,2.0,1.0
1386,Best Deal! Asia Heights Fully Furnished & Renovated 838sqft Ayer Itam,355000.0,2.0,838.0,2.0,1.0
1387,"Azuria Condo, Tanjung Bungah, TAR college, Tenby International School",280000.0,47.0,700.0,2.0,1.0
1388,"Puncak Erskine Apartment, Jalan Fettes Tanjong Tokong, Island Plaza",175000.0,46.0,680.0,2.0,1.0
1389,"Puncak Erskine Apartment, Jalan Fettes Tanjong Tokong, Island Plaza",165000.0,46.0,680.0,2.0,1.0
1390,For Sale Apartment Delima Intan Juru,265000.0,23.0,784.0,2.0,1.0
1391,Menara Kuda Lari 850sqft High Floor Jalan Lahat Georgetown,380000.0,20.0,850.0,2.0,1.0
1392,Desa Permata Ayer Itam Block 5 CORNER UNIT Paya Terubong,290000.0,2.0,700.0,2.0,1.0
1393,Asia Heights 838sqft Garden View Farlim Ayer Itam Impian Market,328000.0,2.0,838.0,2.0,1.0
1394,Platino 1819sqft 2 Carparks High Floor Gelugor Egate Tesco,1280000.0,19.0,1819.0,2.0,3.0
1395,"Kota Emas condo, Lorong Seremban, City View, Tenanted Now, High Floor",385000.0,22.0,830.0,2.0,1.0
1396,GL Garden 700sqft Poolview Middle Floor Paya Terubong,328000.0,28.0,700.0,2.0,1.0
1397,Asia Heights 2 Carparks CORNER UNIT 838sqft Farlim Kristal Market,410000.0,2.0,838.0,2.0,1.0
1398,Birch Plaza CORNER UNIT 3 BEDROOMS 1130sqft Times Square Georgetown,598000.0,20.0,1130.0,2.0,1.0
1399,Gambier Heights (Gelugor),350000.0,19.0,900.0,2.0,1.0
1400,Royale Infinity Studio Room With Carpark Freehold,280000.0,39.0,707.0,0.0,0.0
1401,Tambun Royale Infinity condo | 3 bedroom | Original | Tambun,350000.0,39.0,1140.0,2.0,1.0
1402,"Sri Ivory Apartment, Fully Renovated, Farlim",250000.0,2.0,700.0,2.0,1.0
1403,Skycube Residence 1200sqft High Floor 2cp Partly Furnish Renovated,628000.0,40.0,1200.0,2.0,1.0
1404,New Condo Apartment with 2 Car Parks Simpang Ampat,328000.0,39.0,828.0,1.0,1.0
1405,"[Cheapest,1270sft] Regency Heights, Cangkat Kenari, Desaria Sungai Ara",481500.0,40.0,1270.0,2.0,1.0
1406,"[Cheapest, 1003sft] Mansion One, Jalan Sultan Ahmad Shah, Georgetown",720000.0,20.0,1003.0,1.0,1.0
1407,"[Cheapest, 1262sft] Arte S, Persiaran Bukit Gambir, Gelugor, Penang",557280.0,19.0,1262.0,2.0,1.0
1408,Good Location Kelisa Residensi 1323ft Near Hospital,385000.0,37.0,1323.0,2.0,1.0
1409,Hot Unit Kelisa Residensi 1323ft big size,380000.0,30.0,1323.0,3.0,1.0
1410,Renovated Palma Laguna Condo,333000.0,30.0,1040.0,3.0,1.0
1411,Abel Residency Near Icon City Fully Furnished Renovated,550000.0,15.0,1130.0,2.0,1.0
1412,"BM Residence Condominium ,Fully Renovated,Good condition near icon",380000.0,15.0,1334.0,2.0,1.0
1413,Palma Pinang Laguna Best Deal,305000.0,37.0,1040.0,3.0,1.0
1414,De Centro Raja Uda 1357SF 2 Car Park FURNISHED&RENO Perai Bagan Lalang,480000.0,18.0,1375.0,3.0,1.0
1415,The Signature FURNISHED&RENO 2 Car Park Bukit Tengah PERAI Butterworth,520000.0,30.0,1087.0,2.0,1.0
1416,100% refurbished Townhouse Villa Bunga Telang 3 mins to Fettes Park,570000.0,46.0,900.0,2.0,1.0
1417,Blok B Saujana Height,260000.0,50.0,700.0,2.0,1.0
1418,Saujana damai at bayan lepas sungai Ara,380000.0,40.0,750.0,2.0,1.0
1419,Asia Heights,355000.0,2.0,838.0,2.0,1.0
1420,Apartment Bayu Tiara BLOK B TINGKAT 17,380000.0,11.0,800.0,2.0,1.0
1421,Sierra Residence Sungai Ara For Sale,430000.0,40.0,1000.0,2.0,1.0
1422,Top Floor Flat Hamna For Sale,160000.0,42.0,567.0,1.0,0.0
1423,Apartment Delima Intan Juru Level 7 For Sale,265000.0,23.0,784.0,2.0,1.0
1424,28 Logan Corner 1600sf Fully Renovated Logan Road Town,1000000.0,20.0,1600.0,3.0,2.0
1425,SKYVIEW RESIDENCE 2800sf DUAL KEY 3CARPARKS CITY SEAVIEW Jalan Perak,1300000.0,22.0,2800.0,5.0,4.0
1426,SETIA SKY VILLE 1424SQFT Corner Unit 3CARPARKS Jelutong Heng Ee GRACE,980000.0,22.0,1424.0,2.0,1.0
1427,SETIA SKY VILLE 1750sf Private Garden 4Carparks Pool View LIMITED,1300000.0,22.0,1750.0,2.0,1.0
1428,SANDILANDS PENTHOUSE 1968sf Renovated SEAVIEW Georgetown WORTH BUY,1080000.0,22.0,1968.0,3.0,4.0
1429,BAYSWATER CONDO 1313sf Renovated BEST Penang Bridge SEAVIEW 2cp E-Gate,918000.0,19.0,1313.0,2.0,2.0
1430,THE LIGHT LINEAR 1561SF Corner Unit 2CP Seaview Penang Bridge E-Gate,1030000.0,19.0,1561.0,2.0,2.0
1431,Halaman kristal lmc at jelutong few unit in hand few unit good deal,300000.0,22.0,700.0,2.0,1.0
1432,Best Deal! Elit Heights Condominium 2 Car Park 1123sqft Bayan Baru,550000.0,11.0,1123.0,2.0,1.0
1433,N-Park Blk C 100% Nice refurbished unit move in condition,390000.0,19.0,700.0,2.0,1.0
1434,Desa Bistari 800sf Renovated Batu Uban Sungai Nibong Gelugor,320000.0,19.0,800.0,3.0,1.0
1435,Asia Heights 1676sqft 9 Carparks Farlim Ayer Itam,750000.0,2.0,1676.0,5.0,3.0
1436,Asia Heights 838sqft 2 CARPARKS Farlim Ayer Itam Inter Corner Unit,385000.0,2.0,838.0,2.0,1.0
1437,Desa Gemilang 1080sqft Extra Compound Ayer Itam All Season Place,628000.0,2.0,1080.0,2.0,1.0
1438,Sri Kristal 886sqft 2 Carparks RENOVATED Middle Floor Farlim,425000.0,2.0,886.0,2.0,1.0
1439,Penhill Perdana 1034sqft 2 Carparks Air Ayer Itam Penang Hill,530000.0,2.0,1034.0,2.0,1.0
1440,DESA PINANG 2 650SF Basic Reno JELUTONG KARPAL SINGH DRIVE PINANG 1,270000.0,22.0,700.0,2.0,1.0
1441,TROPICANA BAY RESIDENCE 630SF 2CP Fully Furnish QUEENSBAY MALL Q1 PWC,550000.0,11.0,630.0,1.0,0.0
1442,THE SPRING 925SF 2CP Partly Reno JELUTONG KARPAL SINGH VARIOUS UNITS,590000.0,22.0,925.0,2.0,1.0
1443,KOTA EMAS 800SF 1CPak PartlyReno MIDDLE FLOOR JELUTONG 86 PERAK ROAD,390000.0,22.0,800.0,2.0,1.0
1444,Coastal Tower Condo Mid Floor Partial Seaview,580000.0,47.0,1020.0,2.0,1.0
1445,LEADER GARDEN 1200sf BASIC RENOVATED FURNISHED FREEHOLD NR SURIN,530000.0,47.0,1200.0,2.0,1.0
1446,One Foresta @ Bayan Lepas |𝙁𝙍𝙀𝙀𝙃𝙊𝙇𝘿 |𝙎𝘼𝙇𝙀,480000.0,11.0,900.0,2.0,1.0
1447,The Latitude HighF Seaview 2CP Renovated at Tanjung Tokong Cheapest,699999.0,46.0,1500.0,3.0,3.0
1448,Grandview 1300Sq.ft Fully Furnished & Renovated 2Carpark [Best Buy],488000.0,46.0,1300.0,2.0,1.0
1449,Tri Pinnacle HighFloor Seaview 2Carpark Fully Furnished & Renovated,530000.0,46.0,800.0,2.0,1.0
1450,8 Gurney The Shore Super Condo 5800sf High Floor Gurney Plaza Paragon,3500000.0,20.0,5800.0,4.0,4.0
1451,Sri abadi APARTMENT sungai ara 3-Rooms RENOVATED 1-Fix Car Park 780sf,288000.0,40.0,780.0,2.0,1.0
1452,BEST DEAL | CAMELLIA PARK @ RAJA UDA |Furnished & Renovated | 2CP |,455000.0,18.0,1119.0,3.0,1.0
1453,Sky Cube Residence @ Sg Ara |𝙁𝙍𝙀𝙀𝙃𝙊𝙇𝘿 |𝙎𝘼𝙇𝙀,628000.0,40.0,1200.0,2.0,1.0
1454,EMERALD PARK 1050sf Renovated Kitchen 2 Carpark !! Nr Airport WORTH BU,420000.0,11.0,1050.0,2.0,1.0
1455,Arte S @ Bukit Gambir | 𝙁𝙍𝙀𝙀𝙃𝙊𝙇𝘿 |𝙎𝘼𝙇𝙀,720000.0,19.0,1428.0,2.0,1.0
1456,GRAND VIEW Condo NICELY Renovated 2 Carpark !! SEAVIEW Worth BUY !!,480000.0,46.0,1300.0,2.0,1.0
1457,Gurney Palace Luxury Condo FULLY SEAVIEW MOVE IN CONDITION Nr 8 Gurney,2880000.0,32.0,4200.0,4.0,4.0
1458,I-SANTORINI SEAVIEW 800sf 2CARPARKS SIDEBYSIDE TANJUNG TOKONG NR PEAK,470000.0,46.0,850.0,2.0,1.0
1459,SRI MERPATI DESARIA 3-ROOMS WITH LIFT FULLY Reno 1-CPK Tiles Flooring,258000.0,40.0,624.0,2.0,0.0
1460,THE PEAK FULLY FURNISHED&RENOVATED SEAVIEW 2cp NEAR TRI PINNACLE,580000.0,46.0,1000.0,2.0,1.0
1461,The Rise Collection 3 III Original Georgetown Nr Rise Collection 2 II,500000.0,20.0,1000.0,2.0,1.0
1462,MONT RESIDENCE FULLY RENOVATED 972sf TANJUNG TOKONG 2Cp NEAR PEAK,680000.0,46.0,972.0,1.0,1.0
1463,You Will Like This !! Emerald Residence Bayan Lepas Platinum 3 CEPAT,472000.0,11.0,1114.0,2.0,1.0
1464,Ramah Pavillion Lower Floor Teluk Kumbar Bayan Lepas,538000.0,11.0,1250.0,2.0,1.0
1465,CITY OF DREAMS PARTLY FURNISHED SEAVIEW 2CARPARKS nr STRAITS QUAY,1300000.0,46.0,1097.0,2.0,1.0
1466,CITY OF DREAM PENTHOUSE FULLY SEAVIEW 6CARPARKS 2370sf NR STRAITS QUAY,4200000.0,46.0,2370.0,4.0,2.0
1467,CITY OF DREAMS FULL FURNISHED 3CARPARKS SEAVIEW 1097sf NR STRAITS QUAY,1390000.0,46.0,1097.0,2.0,1.0
1468,CITY OF DREAMS MOVE IN CONDITION SEAVIEW 1141sf NEARBY STRAITS QUAY,1400000.0,46.0,1141.0,2.0,1.0
1469,CITY OF DREAM FULLY FURNISHED&RENO SEAVIEW 1141sf NEAR Straits Quay,1500000.0,46.0,1141.0,2.0,1.0
1470,"Bayan Lepas Condo, 1001sf, 2CP, Easy Ownership, Limited Units Left Now",407000.0,11.0,1001.0,2.0,1.0
1471,Lavinia Apartments @ Sri Nibong |𝙁𝙪𝙧𝙣𝙞𝙨𝙝𝙚𝙙 for 𝙎𝘼𝙇𝙀,520000.0,44.0,1000.0,2.0,1.0
1472,Tri Pinnacle 800Sq.ft Original Unit Tanjung Tokong Cheapest In Market,420000.0,46.0,800.0,2.0,1.0
1473,Havana Beach Residence Pool View Unit 2 CARPARK Near FTZ Airport,403000.0,11.0,403000.0,2.0,1.0
1474,THE PEAK MOVE IN CONDITION 2CARPARKS 1000sf NEARBY TRI PINNALCE,650000.0,46.0,1000.0,2.0,1.0
1475,THE PEAK CHEAPEST UNIT FREEHOLD 1000sf 2CARPARKS NEAR TRI PINNACLE,490000.0,46.0,1000.0,2.0,1.0
1476,THE LATITUDE SEAVIEW FREEHOLD HIGH FLOOR 1500sf RENO NR SKYRIDGE,700000.0,46.0,1500.0,2.0,2.0
1477,Tri Pinnacle High Floor 800Sq.ft Basic Fittings 2Carpark [Worth Buy],430000.0,46.0,800.0,2.0,1.0
1478,THE PEAK 1750sf FULLY RENOVATED 3CARPARKS TANJUNG TOKONG NR SKYRIDGE,799000.0,46.0,1750.0,3.0,2.0
1479,SHINEVILLE PARK 1300sf KEK LOK SI VIEW 2CP Ayer itam Farlim CHEAPEST,440000.0,2.0,1300.0,2.0,1.0
1480,MARINA BAY MOVE IN CONDITION 1164sf TANJUNG TOKONG NR GURNEY PLAZA DRI,595000.0,46.0,1164.0,2.0,1.0
1481,SKYRIDGE GARDEN ORI UNIT 1450sf FREEHOLD TANJUNG TOKONG NR THE PEAK,680000.0,46.0,1450.0,2.0,1.0
1482,Tri Pinnacle Fully Furnished & Renovated 800Sq.ft [Worth buy],495000.0,46.0,800.0,2.0,1.0
1483,Flat Taman Bukit Jambul | RENO |,210000.0,11.0,604.0,1.0,0.0
1484,Sunny Ville Condo @ Gelugor,480000.0,19.0,1000.0,2.0,1.0
1485,Queens Residence | 1000 sft,900000.0,11.0,1000.0,1.0,1.0
1486,THE LATITUDE MOVE IN CONDITION FULLY RENOVATED 1500sf NR SKYRIDGE,718000.0,46.0,1500.0,2.0,2.0
1487,Ocean View | Karpal Singh Drive,460000.0,22.0,860.0,2.0,1.0
1488,118 @ Island Plaza |𝘴𝘢𝘭𝘦 𝘸𝘪𝘵𝘩 𝘵𝘦𝘯𝘢𝘯𝘤𝘺,800000.0,20.0,1168.0,2.0,1.0
1489,Azuria condo at tanjung bunga best deal,280000.0,47.0,700.0,2.0,1.0
1490,ALPINE TOWER 1300-sf 1CP BUKIT JAMBUL RENOVATED LAKESIDE LOW DENSITY,500000.0,14.0,1300.0,2.0,1.0
1491,Grand Ocean SEAVIEW Kitchen Renovated CHEAPEST near coastal tower,535000.0,47.0,1033.0,2.0,1.0
1492,"Summerton, 1566sf, Bayan Lepas,Near Queensbay Mall,Renovated&Furnished",720000.0,11.0,1566.0,2.0,1.0
1493,Full Sea View | Quayside Seafront Resort,1350000.0,46.0,1137.0,0.0,1.0
1494,SUNSHINE TOWER 1050sf Fully Furnished BUKIT DUMBAR Near E-Gate,550000.0,22.0,1050.0,2.0,1.0
1495,Cheapest Price Summerskye Pool View 2CP Bayan Lepas Good Buy!!,630000.0,11.0,1100.0,2.0,1.0
1496,Sea View | Straits Quay Service Suite,1080000.0,46.0,1008.0,0.0,1.0
1497,SUPER VALUE Uban Residence 1850sf Fully Furnished Renovated Gelugor,900000.0,9.0,1850.0,2.0,2.0
1498,Q2 Queens Residences nr Q1 Queens Waterfront - 1400sf unblock Seaview,1620000.0,11.0,1400.0,2.0,1.0
1499,"1 Tanjong for sale (8,111 sqft) sell 3.35m",3350000.0,47.0,8111.0,3.0,4.0
1500,Pearl City Avenue Garden,420000.0,39.0,990.0,2.0,1.0
1501,The Stone Apartment Paya Terubong Corner Unit **2-Covered Carpark**,420000.0,2.0,1000.0,2.0,1.0
1502,Breathtaking River View Sandiland ORI 2 Carparks Georgetown Your Home!,735000.0,22.0,1338.0,2.0,1.0
1503,[Best price] 3 CARPARKS The Address ORI UNIT Bukit Jambul 1431SQFT,835000.0,14.0,1431.0,2.0,2.0
1504,TAMAN MEDAN PENAGA 800sf Renovated BATU LANCHANG Near Lam Wah Ee,420000.0,20.0,800.0,2.0,1.0
1505,Q2 Queens Residence @ Queens Waterfront nxt Q1 - Dual Key - Last Unit,911000.0,11.0,950.0,1.0,2.0
1506,[AWARD WINNING] Surin 1307sf Fully Furnished & Renovate Tanjung Bungah,688000.0,47.0,1307.0,2.0,1.0
1507,ALPINE TOWER GARDEN UNIT RARE UNIT RENOVATED near LAKESIDE PARKVIEW,450000.0,14.0,1200.0,2.0,1.0
1508,"GOLDEN TRIANGLE for sale , bu 1430sf , 2 car parks",588000.0,36.0,1430.0,2.0,1.0
1509,Menara Greenview | Bridge View,520000.0,22.0,1100.0,2.0,1.0
1510,Condo Gembira | Greenlane,520000.0,21.0,1100.0,2.0,1.0
1511,Good Buy 3-4 car Park Raffel Tower For Sales,1228000.0,19.0,1600.0,2.0,2.0
1512,Sri Saujana 1cp Renovated 650sqf Cheapest Full Loan Near Georgetown,245000.0,20.0,650.0,2.0,1.0
1513,Sri Saujana 650sqf Original Unit Cheapest Sell Near Macallum Pasar,200000.0,20.0,650.0,2.0,1.0
1514,Q2 Queens Residence @ Waterfront nxt Q1 - 1221sf Garden Unit Limited,985000.0,11.0,1221.0,1.0,1.0
1515,"98 nibong, Sungai nibong, 1818sf, 2 car park",890000.0,11.0,1818.0,2.0,2.0
1516,No Joke Last Ori Unit Hot Sell Setia Pinnacle 2 Carparks Sungai Ara,620000.0,40.0,1095.0,2.0,1.0
1517,Less Than 2K Monthly !! Emerald Residence Bayan Lepas Teluk Kumbar,472000.0,11.0,1114.0,2.0,1.0
1518,"Taman Hui Aun for sale , bu 700sf , 1 car park",338000.0,2.0,700.0,2.0,1.0
1519,"RESIDENCE 21 for sale , bu 6000sf , 4 car parks",2950000.0,20.0,6000.0,4.0,4.0
1520,Cheapest 1777sf BAYU FERRINGHI Batu Ferringhi Seaview Renovated,1300000.0,6.0,1777.0,2.0,2.0
1521,[WORTH DEAL] Scotland Villas Villa 2096SF Georgetown Turf View,1280000.0,20.0,2096.0,3.0,2.0
1522,2400sf 3 CAR PARK Pearl View Condo Seaview Tanjung Bungah,1400000.0,47.0,2400.0,2.0,2.0
1523,Corner Lot Big Unit Telaga Emas Butterworth #Jalan Telaga Air Raja Uda,430000.0,18.0,1440.0,3.0,1.0
1524,Sri Saujana Macallum Chepaest Sell Reno Kitchen Near Komtar Few Unit,220000.0,20.0,650.0,2.0,1.0
1525,K Residence Coner unit High floor | No Agent fee,580000.0,37.0,1678.0,3.0,2.0
1526,Flat at Tmn Panchur Indah Nibong Tebal,70000.0,26.0,600.0,2.0,0.0
